origin,originlat,originlong,destination,destinationlat,destinationlong,weight,arrivaldelaymins,numofdelays,delaypercentage
PIT,40.49146583,-80.23287083,RSW,26.53616667,-81.75516667,181,350,25,13
PIT,40.49146583,-80.23287083,SFO,37.61900194,-122.3748433,369,3603,104,28
PIT,40.49146583,-80.23287083,SLC,40.78838778,-111.9777731,218,4404,81,37
PIT,40.49146583,-80.23287083,TPA,27.97547222,-82.53325,1089,1064,161,14
PLN,45.5709275,-84.796715,DTW,42.21205889,-83.34883583,263,6,22,8
PMD,34.62938889,-118.0845528,SFO,37.61900194,-122.3748433,728,9658,177,24
PNS,30.47330556,-87.18744444,ATL,33.64044444,-84.42694444,4430,43351,914,20
PNS,30.47330556,-87.18744444,CLT,35.21401111,-80.94312583,372,1250,47,12
PNS,30.47330556,-87.18744444,DFW,32.89595056,-97.0372,2024,8747,332,16
PNS,30.47330556,-87.18744444,FLL,26.07258333,-80.15275,145,-953,11,7
PNS,30.47330556,-87.18744444,IAH,29.98047222,-95.33972222,635,5053,109,17
PNS,30.47330556,-87.18744444,MCO,28.42888889,-81.31602778,366,-1907,33,9
PNS,30.47330556,-87.18744444,MEM,35.04241667,-89.97666667,1097,3592,142,12
PNS,30.47330556,-87.18744444,ORD,41.979595,-87.90446417,293,7712,103,35
PNS,30.47330556,-87.18744444,TPA,27.97547222,-82.53325,135,415,26,19
PSC,46.26468028,-119.1190292,DEN,39.85840806,-104.6670019,940,-2293,79,8
PSC,46.26468028,-119.1190292,SLC,40.78838778,-111.9777731,1600,-4053,104,6
PSE,18.00830278,-66.56301194,EWR,40.69249722,-74.16866056,17,-25,1,5
PSE,18.00830278,-66.56301194,FLL,26.07258333,-80.15275,45,-82,5,11
PSE,18.00830278,-66.56301194,JFK,40.63975111,-73.77892556,346,-869,32,9
PSE,18.00830278,-66.56301194,MCO,28.42888889,-81.31602778,347,-199,38,10
PSG,56.80165194,-132.9452781,JNU,58.35496194,-134.5762764,364,4052,82,22
PSG,56.80165194,-132.9452781,WRG,56.48432583,-132.3698242,363,2247,81,22
PSP,33.82921556,-116.5062531,DEN,39.85840806,-104.6670019,998,4125,137,13
PSP,33.82921556,-116.5062531,DFW,32.89595056,-97.0372,1096,6027,183,16
PSP,33.82921556,-116.5062531,IAH,29.98047222,-95.33972222,216,1421,37,17
PSP,33.82921556,-116.5062531,LAS,36.08036111,-115.1523333,1281,3691,176,13
PSP,33.82921556,-116.5062531,LAX,33.94253611,-118.4080744,2597,10784,415,15
PSP,33.82921556,-116.5062531,MSP,44.88054694,-93.2169225,214,1230,33,15
PSP,33.82921556,-116.5062531,ORD,41.979595,-87.90446417,452,11511,178,39
PSP,33.82921556,-116.5062531,PDX,45.58872222,-122.5975,169,3432,63,37
PSP,33.82921556,-116.5062531,PHX,33.43416667,-112.0080556,1752,5023,218,12
PSP,33.82921556,-116.5062531,SEA,47.44898194,-122.3093131,664,4292,148,22
PSP,33.82921556,-116.5062531,SFO,37.61900194,-122.3748433,1638,16310,354,21
PSP,33.82921556,-116.5062531,SLC,40.78838778,-111.9777731,898,3378,86,9
PUB,38.28908722,-104.4965722,COS,38.80580556,-104.70025,2,148,2,100
PVD,41.72399917,-71.42822111,ATL,33.64044444,-84.42694444,1390,20114,426,30
PVD,41.72399917,-71.42822111,BNA,36.12447667,-86.67818222,366,-1354,30,8
PVD,41.72399917,-71.42822111,BWI,39.17540167,-76.66819833,3981,26117,621,15
PVD,41.72399917,-71.42822111,CLE,41.41089417,-81.84939667,360,3561,68,18
PVD,41.72399917,-71.42822111,CLT,35.21401111,-80.94312583,1439,-2831,195,13
PVD,41.72399917,-71.42822111,CVG,39.04614278,-84.6621725,958,3967,157,16
PVD,41.72399917,-71.42822111,DCA,38.85208333,-77.03772222,672,-2595,60,8
PVD,41.72399917,-71.42822111,DTW,42.21205889,-83.34883583,1105,3962,156,14
PVD,41.72399917,-71.42822111,EWR,40.69249722,-74.16866056,1102,36970,456,41
PVD,41.72399917,-71.42822111,FLL,26.07258333,-80.15275,425,-2371,37,8
PVD,41.72399917,-71.42822111,IAD,38.94453194,-77.45580972,511,7386,132,25
PVD,41.72399917,-71.42822111,JFK,40.63975111,-73.77892556,604,6599,146,24
PVD,41.72399917,-71.42822111,LAS,36.08036111,-115.1523333,364,-2320,51,14
PVD,41.72399917,-71.42822111,MCO,28.42888889,-81.31602778,2148,3743,326,15
PVD,41.72399917,-71.42822111,MDW,41.7859825,-87.75242444,1373,1289,213,15
PVD,41.72399917,-71.42822111,MSP,44.88054694,-93.2169225,6,-21,1,16
PVD,41.72399917,-71.42822111,ORD,41.979595,-87.90446417,1792,21076,466,26
PVD,41.72399917,-71.42822111,PHL,39.87195278,-75.24114083,2563,34543,653,25
PVD,41.72399917,-71.42822111,PHX,33.43416667,-112.0080556,365,886,79,21
PVD,41.72399917,-71.42822111,TPA,27.97547222,-82.53325,981,1929,144,14
PWM,43.64616667,-70.30875,ATL,33.64044444,-84.42694444,904,14468,314,34
PWM,43.64616667,-70.30875,BOS,42.3643475,-71.00517917,2,76,2,100
PWM,43.64616667,-70.30875,BWI,39.17540167,-76.66819833,995,4155,128,12
PWM,43.64616667,-70.30875,CLE,41.41089417,-81.84939667,306,83,33,10
PWM,43.64616667,-70.30875,CLT,35.21401111,-80.94312583,277,2502,55,19
PWM,43.64616667,-70.30875,CVG,39.04614278,-84.6621725,563,4648,99,17
PWM,43.64616667,-70.30875,DTW,42.21205889,-83.34883583,67,12,8,11
PWM,43.64616667,-70.30875,EWR,40.69249722,-74.16866056,741,20115,294,39
PWM,43.64616667,-70.30875,IAD,38.94453194,-77.45580972,407,5862,118,28
PWM,43.64616667,-70.30875,JFK,40.63975111,-73.77892556,1818,28808,448,24
PWM,43.64616667,-70.30875,MCO,28.42888889,-81.31602778,459,138,77,16
PWM,43.64616667,-70.30875,MSP,44.88054694,-93.2169225,42,55,4,9
PWM,43.64616667,-70.30875,ORD,41.979595,-87.90446417,316,6022,105,33
RAP,44.04532139,-103.0573708,DEN,39.85840806,-104.6670019,2309,-64,289,12
RAP,44.04532139,-103.0573708,MSP,44.88054694,-93.2169225,877,411,101,11
RAP,44.04532139,-103.0573708,ORD,41.979595,-87.90446417,217,2588,58,26
RAP,44.04532139,-103.0573708,SLC,40.78838778,-111.9777731,757,1255,67,8
RDD,40.50898361,-122.2934019,SFO,37.61900194,-122.3748433,1680,24483,413,24
RDD,40.50898361,-122.2934019,SMF,38.69542167,-121.5907669,1,41,1,100
RDM,44.25406722,-121.1499633,DEN,39.85840806,-104.6670019,12,25,2,16
RDM,44.25406722,-121.1499633,PDX,45.58872222,-122.5975,1619,371,152,9
RDM,44.25406722,-121.1499633,SFO,37.61900194,-122.3748433,1083,16652,302,27
RDM,44.25406722,-121.1499633,SLC,40.78838778,-111.9777731,719,-1024,66,9
RDU,35.87763889,-78.78747222,ATL,33.64044444,-84.42694444,5418,44446,1005,18
RDU,35.87763889,-78.78747222,AUS,30.19453278,-97.66987194,231,6835,103,44
RDU,35.87763889,-78.78747222,BDL,41.93887417,-72.68322833,1149,7506,216,18
RDU,35.87763889,-78.78747222,BHM,33.56294306,-86.75354972,160,-659,18,11
RDU,35.87763889,-78.78747222,BNA,36.12447667,-86.67818222,1617,14850,289,17
RDU,35.87763889,-78.78747222,BOS,42.3643475,-71.00517917,3870,31402,884,22
RDU,35.87763889,-78.78747222,BWI,39.17540167,-76.66819833,2078,13657,332,15
RDU,35.87763889,-78.78747222,CLE,41.41089417,-81.84939667,307,1820,52,16
RDU,35.87763889,-78.78747222,CLT,35.21401111,-80.94312583,2339,17298,603,25
RDU,35.87763889,-78.78747222,CMH,39.99798528,-82.89188278,500,5465,120,24
RDU,35.87763889,-78.78747222,CVG,39.04614278,-84.6621725,1317,9953,236,17
RDU,35.87763889,-78.78747222,DCA,38.85208333,-77.03772222,2772,8187,437,15
RDU,35.87763889,-78.78747222,DEN,39.85840806,-104.6670019,470,-801,75,15
RDU,35.87763889,-78.78747222,DFW,32.89595056,-97.0372,2347,14126,464,19
RDU,35.87763889,-78.78747222,DTW,42.21205889,-83.34883583,1368,-466,170,12
RDU,35.87763889,-78.78747222,EWR,40.69249722,-74.16866056,2394,38246,682,28
RDU,35.87763889,-78.78747222,FLL,26.07258333,-80.15275,696,-5156,60,8
RDU,35.87763889,-78.78747222,IAD,38.94453194,-77.45580972,1722,7497,273,15
RDU,35.87763889,-78.78747222,IAH,29.98047222,-95.33972222,1995,11219,383,19
RDU,35.87763889,-78.78747222,IND,39.71732917,-86.29438417,673,-708,73,10
RDU,35.87763889,-78.78747222,JAX,30.49405556,-81.68786111,595,4346,132,22
RDU,35.87763889,-78.78747222,JFK,40.63975111,-73.77892556,3989,50914,1002,25
RDU,35.87763889,-78.78747222,LAS,36.08036111,-115.1523333,715,3897,170,23
RDU,35.87763889,-78.78747222,LAX,33.94253611,-118.4080744,8,80,3,37
RDU,35.87763889,-78.78747222,LGA,40.77724306,-73.87260917,4135,78174,1463,35
RDU,35.87763889,-78.78747222,MCI,39.29760528,-94.71390556,652,4659,131,20
RDU,35.87763889,-78.78747222,MCO,28.42888889,-81.31602778,1738,8424,282,16
RDU,35.87763889,-78.78747222,MDW,41.7859825,-87.75242444,1360,5351,213,15
RDU,35.87763889,-78.78747222,MEM,35.04241667,-89.97666667,1062,2063,162,15
RDU,35.87763889,-78.78747222,MIA,25.79325,-80.29055556,1098,11651,269,24
RDU,35.87763889,-78.78747222,MKE,42.94722222,-87.89658333,490,4096,105,21
RDU,35.87763889,-78.78747222,MSP,44.88054694,-93.2169225,726,2112,109,15
RDU,35.87763889,-78.78747222,MSY,29.99338889,-90.25802778,474,-1037,51,10
RDU,35.87763889,-78.78747222,ORD,41.979595,-87.90446417,3094,33768,737,23
RDU,35.87763889,-78.78747222,PHL,39.87195278,-75.24114083,3363,36764,773,22
RDU,35.87763889,-78.78747222,PHX,33.43416667,-112.0080556,755,-227,131,17
RDU,35.87763889,-78.78747222,SAT,29.53369444,-98.46977778,229,-151,29,12
RDU,35.87763889,-78.78747222,SDF,38.17438889,-85.736,426,1252,65,15
RDU,35.87763889,-78.78747222,SLC,40.78838778,-111.9777731,327,352,41,12
RDU,35.87763889,-78.78747222,STL,38.74768694,-90.35998972,358,5266,89,24
RDU,35.87763889,-78.78747222,TPA,27.97547222,-82.53325,1057,1144,125,11
RDU,35.87763889,-78.78747222,XNA,36.28186944,-94.30681111,104,1767,36,34
RFD,42.19536389,-89.09721111,DEN,39.85840806,-104.6670019,290,1168,46,15
RHI,45.63119306,-89.46745361,MSP,44.88054694,-93.2169225,221,960,30,13
RIC,37.50516667,-77.31966667,ATL,33.64044444,-84.42694444,4536,36839,884,19
RIC,37.50516667,-77.31966667,BOS,42.3643475,-71.00517917,688,5623,121,17
RIC,37.50516667,-77.31966667,CLE,41.41089417,-81.84939667,905,11261,214,23
RIC,37.50516667,-77.31966667,CLT,35.21401111,-80.94312583,1800,7803,299,16
RIC,37.50516667,-77.31966667,CVG,39.04614278,-84.6621725,779,1918,119,15
RIC,37.50516667,-77.31966667,DCA,38.85208333,-77.03772222,2,27,1,50
RIC,37.50516667,-77.31966667,DFW,32.89595056,-97.0372,1041,8130,232,22
RIC,37.50516667,-77.31966667,DTW,42.21205889,-83.34883583,700,7215,135,19
RIC,37.50516667,-77.31966667,EWR,40.69249722,-74.16866056,1576,33137,482,30
RIC,37.50516667,-77.31966667,FLL,26.07258333,-80.15275,366,3592,77,21
RIC,37.50516667,-77.31966667,IAH,29.98047222,-95.33972222,971,4477,174,17
RIC,37.50516667,-77.31966667,JAX,30.49405556,-81.68786111,1,85,1,100
RIC,37.50516667,-77.31966667,JFK,40.63975111,-73.77892556,1703,25167,444,26
RIC,37.50516667,-77.31966667,LGA,40.77724306,-73.87260917,1337,15330,348,26
RIC,37.50516667,-77.31966667,MCO,28.42888889,-81.31602778,515,93,61,11
RIC,37.50516667,-77.31966667,MEM,35.04241667,-89.97666667,292,123,32,10
RIC,37.50516667,-77.31966667,MIA,25.79325,-80.29055556,152,2711,51,33
RIC,37.50516667,-77.31966667,MSP,44.88054694,-93.2169225,340,1946,68,20
RIC,37.50516667,-77.31966667,ORD,41.979595,-87.90446417,1884,25924,467,24
RIC,37.50516667,-77.31966667,ORF,36.89461111,-76.20122222,1,227,1,100
RIC,37.50516667,-77.31966667,PHL,39.87195278,-75.24114083,387,651,71,18
RIC,37.50516667,-77.31966667,RDU,35.87763889,-78.78747222,1,42,1,100
RKS,41.5942175,-109.0651928,DEN,39.85840806,-104.6670019,545,3634,104,19
RKS,41.5942175,-109.0651928,GCC,44.34889806,-105.5393614,58,241,8,13
RKS,41.5942175,-109.0651928,SLC,40.78838778,-111.9777731,351,3981,75,21
RNO,39.49857611,-119.7680647,ATL,33.64044444,-84.42694444,169,1958,38,22
RNO,39.49857611,-119.7680647,BOI,43.56444444,-116.2227778,1025,5557,150,14
RNO,39.49857611,-119.7680647,DEN,39.85840806,-104.6670019,1353,2852,210,15
RNO,39.49857611,-119.7680647,DFW,32.89595056,-97.0372,1095,9369,217,19
RNO,39.49857611,-119.7680647,GEG,47.61985556,-117.5338425,214,-270,21,9
RNO,39.49857611,-119.7680647,IAH,29.98047222,-95.33972222,428,-391,49,11
RNO,39.49857611,-119.7680647,LAS,36.08036111,-115.1523333,4508,28083,788,17
RNO,39.49857611,-119.7680647,LAX,33.94253611,-118.4080744,1905,10172,350,18
RNO,39.49857611,-119.7680647,LGB,33.81772222,-118.1516111,464,1035,52,11
RNO,39.49857611,-119.7680647,MDW,41.7859825,-87.75242444,365,-1399,30,8
RNO,39.49857611,-119.7680647,OAK,37.72129083,-122.2207167,1322,6457,206,15
RNO,39.49857611,-119.7680647,ONT,34.056,-117.6011944,273,-757,40,14
RNO,39.49857611,-119.7680647,ORD,41.979595,-87.90446417,365,11072,154,42
RNO,39.49857611,-119.7680647,PDX,45.58872222,-122.5975,1144,6523,192,16
RNO,39.49857611,-119.7680647,PHX,33.43416667,-112.0080556,2779,1608,318,11
RNO,39.49857611,-119.7680647,SAN,32.73355611,-117.1896567,730,2636,115,15
RNO,39.49857611,-119.7680647,SEA,47.44898194,-122.3093131,799,658,115,14
RNO,39.49857611,-119.7680647,SFO,37.61900194,-122.3748433,1886,27776,488,25
RNO,39.49857611,-119.7680647,SJC,37.36186194,-121.9290089,1364,5917,217,15
RNO,39.49857611,-119.7680647,SLC,40.78838778,-111.9777731,1814,-2644,165,9
RNO,39.49857611,-119.7680647,SNA,33.67565861,-117.8682225,60,225,5,8
RNO,39.49857611,-119.7680647,TUS,32.11608333,-110.9410278,222,-1275,21,9
ROA,37.32546833,-79.97542833,ATL,33.64044444,-84.42694444,1731,13400,320,18
ROA,37.32546833,-79.97542833,BWI,39.17540167,-76.66819833,1,138,1,100
ROA,37.32546833,-79.97542833,CLT,35.21401111,-80.94312583,1,35,1,100
ROA,37.32546833,-79.97542833,CVG,39.04614278,-84.6621725,2,228,1,50
ROA,37.32546833,-79.97542833,DTW,42.21205889,-83.34883583,748,1484,101,13
ROA,37.32546833,-79.97542833,IAD,38.94453194,-77.45580972,601,6214,139,23
ROA,37.32546833,-79.97542833,ORD,41.979595,-87.90446417,635,12934,162,25
ROC,43.11886611,-77.67238389,ATL,33.64044444,-84.42694444,2488,24818,593,23
ROC,43.11886611,-77.67238389,BWI,39.17540167,-76.66819833,865,3242,109,12
ROC,43.11886611,-77.67238389,CLE,41.41089417,-81.84939667,921,15426,274,29
ROC,43.11886611,-77.67238389,CLT,35.21401111,-80.94312583,412,-1425,51,12
ROC,43.11886611,-77.67238389,CVG,39.04614278,-84.6621725,724,213,78,10
ROC,43.11886611,-77.67238389,DFW,32.89595056,-97.0372,177,1430,37,20
ROC,43.11886611,-77.67238389,DTW,42.21205889,-83.34883583,864,7284,178,20
ROC,43.11886611,-77.67238389,EWR,40.69249722,-74.16866056,933,26897,401,42
ROC,43.11886611,-77.67238389,FLL,26.07258333,-80.15275,114,1083,29,25
ROC,43.11886611,-77.67238389,IAD,38.94453194,-77.45580972,560,5374,124,22
ROC,43.11886611,-77.67238389,JFK,40.63975111,-73.77892556,2435,30963,580,23
ROC,43.11886611,-77.67238389,LAS,36.08036111,-115.1523333,84,-479,13,15
ROC,43.11886611,-77.67238389,MCO,28.42888889,-81.31602778,700,4451,125,17
ROC,43.11886611,-77.67238389,MSP,44.88054694,-93.2169225,136,950,22,16
ROC,43.11886611,-77.67238389,ORD,41.979595,-87.90446417,2484,39211,657,26
ROC,43.11886611,-77.67238389,TPA,27.97547222,-82.53325,366,1364,57,15
ROW,33.30155556,-104.5305556,DFW,32.89595056,-97.0372,961,5274,135,14
RST,43.90882639,-92.49798722,DTW,42.21205889,-83.34883583,171,927,30,17
RST,43.90882639,-92.49798722,MSP,44.88054694,-93.2169225,817,672,98,11
RST,43.90882639,-92.49798722,ORD,41.979595,-87.90446417,2365,29324,621,26
RSW,26.53616667,-81.75516667,ATL,33.64044444,-84.42694444,4196,30066,717,17
RSW,26.53616667,-81.75516667,BDL,41.93887417,-72.68322833,134,1624,38,28
RSW,26.53616667,-81.75516667,BOS,42.3643475,-71.00517917,1716,12891,340,19
RSW,26.53616667,-81.75516667,BUF,42.94052472,-78.73216667,376,2043,84,22
RSW,26.53616667,-81.75516667,BWI,39.17540167,-76.66819833,1335,5923,196,14
RSW,26.53616667,-81.75516667,CAK,40.91631194,-81.44246556,138,1457,35,25
RSW,26.53616667,-81.75516667,CLE,41.41089417,-81.84939667,594,-1744,45,7
RSW,26.53616667,-81.75516667,CLT,35.21401111,-80.94312583,1765,-2983,182,10
RSW,26.53616667,-81.75516667,CMH,39.99798528,-82.89188278,137,-130,25,18
RSW,26.53616667,-81.75516667,CVG,39.04614278,-84.6621725,539,3199,94,17
RSW,26.53616667,-81.75516667,DCA,38.85208333,-77.03772222,708,-2891,45,6
RSW,26.53616667,-81.75516667,DEN,39.85840806,-104.6670019,222,1006,33,14
RSW,26.53616667,-81.75516667,DFW,32.89595056,-97.0372,919,3671,144,15
RSW,26.53616667,-81.75516667,DTW,42.21205889,-83.34883583,1144,5007,140,12
RSW,26.53616667,-81.75516667,EWR,40.69249722,-74.16866056,1874,41001,678,36
RSW,26.53616667,-81.75516667,FNT,42.96550333,-83.74345639,149,947,32,21
RSW,26.53616667,-81.75516667,HPN,41.06695778,-73.70757444,520,4534,128,24
RSW,26.53616667,-81.75516667,IAD,38.94453194,-77.45580972,14,-36,1,7
RSW,26.53616667,-81.75516667,IAH,29.98047222,-95.33972222,1066,52,115,10
RSW,26.53616667,-81.75516667,IND,39.71732917,-86.29438417,1057,3272,150,14
RSW,26.53616667,-81.75516667,ISP,40.7952425,-73.10021194,374,3191,87,23
RSW,26.53616667,-81.75516667,JFK,40.63975111,-73.77892556,1890,23691,453,23
RSW,26.53616667,-81.75516667,LGA,40.77724306,-73.87260917,237,5305,93,39
RSW,26.53616667,-81.75516667,MCI,39.29760528,-94.71390556,5,197,5,100
RSW,26.53616667,-81.75516667,MCO,28.42888889,-81.31602778,1414,-612,149,10
RSW,26.53616667,-81.75516667,MDW,41.7859825,-87.75242444,1096,4967,191,17
RSW,26.53616667,-81.75516667,MEM,35.04241667,-89.97666667,58,1717,19,32
RSW,26.53616667,-81.75516667,MKE,42.94722222,-87.89658333,225,744,34,15
RSW,26.53616667,-81.75516667,MSP,44.88054694,-93.2169225,647,6082,166,25
RSW,26.53616667,-81.75516667,ORD,41.979595,-87.90446417,763,11166,194,25
RSW,26.53616667,-81.75516667,PBI,26.68316194,-80.09559417,1,19,1,100
RSW,26.53616667,-81.75516667,PHL,39.87195278,-75.24114083,1223,4610,243,19
RSW,26.53616667,-81.75516667,PIT,40.49146583,-80.23287083,181,842,26,14
RSW,26.53616667,-81.75516667,STL,38.74768694,-90.35998972,417,2225,49,11
SAN,32.73355611,-117.1896567,ABQ,35.04022222,-106.6091944,1054,2205,162,15
SAN,32.73355611,-117.1896567,ATL,33.64044444,-84.42694444,2855,-5068,331,11
SAN,32.73355611,-117.1896567,AUS,30.19453278,-97.66987194,715,1436,107,14
SAN,32.73355611,-117.1896567,BFL,35.43359806,-119.0567681,224,3103,57,25
SAN,32.73355611,-117.1896567,BNA,36.12447667,-86.67818222,727,1443,111,15
SAN,32.73355611,-117.1896567,BOI,43.56444444,-116.2227778,475,2342,78,16
SAN,32.73355611,-117.1896567,BOS,42.3643475,-71.00517917,610,-58,103,16
SAN,32.73355611,-117.1896567,BWI,39.17540167,-76.66819833,729,-2924,79,10
SAN,32.73355611,-117.1896567,CLE,41.41089417,-81.84939667,87,-46,18,20
SAN,32.73355611,-117.1896567,CLT,35.21401111,-80.94312583,704,-3521,83,11
SAN,32.73355611,-117.1896567,COS,38.80580556,-104.70025,476,3170,103,21
SAN,32.73355611,-117.1896567,CVG,39.04614278,-84.6621725,573,-1216,50,8
SAN,32.73355611,-117.1896567,DEN,39.85840806,-104.6670019,5263,23847,865,16
SAN,32.73355611,-117.1896567,DFW,32.89595056,-97.0372,3528,21534,633,17
SAN,32.73355611,-117.1896567,DTW,42.21205889,-83.34883583,580,2659,115,19
SAN,32.73355611,-117.1896567,ELP,31.80666667,-106.3778056,366,2397,72,19
SAN,32.73355611,-117.1896567,EWR,40.69249722,-74.16866056,1180,12580,292,24
SAN,32.73355611,-117.1896567,FAT,36.77619444,-119.7181389,582,645,61,10
SAN,32.73355611,-117.1896567,GEG,47.61985556,-117.5338425,452,3835,117,25
SAN,32.73355611,-117.1896567,HNL,21.31869111,-157.9224072,393,3415,73,18
SAN,32.73355611,-117.1896567,HOU,29.64541861,-95.27888889,422,2044,81,19
SAN,32.73355611,-117.1896567,IAD,38.94453194,-77.45580972,1331,2857,216,16
SAN,32.73355611,-117.1896567,IAH,29.98047222,-95.33972222,2388,14164,362,15
SAN,32.73355611,-117.1896567,JFK,40.63975111,-73.77892556,1630,9025,349,21
SAN,32.73355611,-117.1896567,KOA,19.73876583,-156.0456314,23,-131,1,4
SAN,32.73355611,-117.1896567,LAS,36.08036111,-115.1523333,5902,32990,1041,17
SAN,32.73355611,-117.1896567,LAX,33.94253611,-118.4080744,11224,11106,1241,11
SAN,32.73355611,-117.1896567,LIH,21.97598306,-159.3389581,31,70,5,16
SAN,32.73355611,-117.1896567,MCI,39.29760528,-94.71390556,686,902,89,12
SAN,32.73355611,-117.1896567,MCO,28.42888889,-81.31602778,13,-392,1,7
SAN,32.73355611,-117.1896567,MDW,41.7859825,-87.75242444,1708,-2862,204,11
SAN,32.73355611,-117.1896567,MEM,35.04241667,-89.97666667,109,1200,23,21
SAN,32.73355611,-117.1896567,MKE,42.94722222,-87.89658333,106,1473,24,22
SAN,32.73355611,-117.1896567,MRY,36.5869825,-121.8429478,446,1386,58,13
SAN,32.73355611,-117.1896567,MSP,44.88054694,-93.2169225,1333,4710,255,19
SAN,32.73355611,-117.1896567,OAK,37.72129083,-122.2207167,5831,35275,1078,18
SAN,32.73355611,-117.1896567,OGG,20.89864972,-156.4304578,279,-688,31,11
SAN,32.73355611,-117.1896567,OKC,35.39308833,-97.60073389,305,3140,56,18
SAN,32.73355611,-117.1896567,OMA,41.30251861,-95.89417306,317,4624,86,27
SAN,32.73355611,-117.1896567,ORD,41.979595,-87.90446417,2948,30044,725,24
SAN,32.73355611,-117.1896567,PDX,45.58872222,-122.5975,1352,6546,247,18
SAN,32.73355611,-117.1896567,PHL,39.87195278,-75.24114083,817,2548,171,20
SAN,32.73355611,-117.1896567,PHX,33.43416667,-112.0080556,7581,30441,1082,14
SAN,32.73355611,-117.1896567,RNO,39.49857611,-119.7680647,729,5781,150,20
SAN,32.73355611,-117.1896567,SAT,29.53369444,-98.46977778,643,-1319,65,10
SAN,32.73355611,-117.1896567,SEA,47.44898194,-122.3093131,2831,8253,523,18
SAN,32.73355611,-117.1896567,SFO,37.61900194,-122.3748433,6769,87564,1858,27
SAN,32.73355611,-117.1896567,SJC,37.36186194,-121.9290089,5286,26820,861,16
SAN,32.73355611,-117.1896567,SLC,40.78838778,-111.9777731,2549,2402,283,11
SAN,32.73355611,-117.1896567,SMF,38.69542167,-121.5907669,4603,22739,804,17
SAN,32.73355611,-117.1896567,STL,38.74768694,-90.35998972,366,2338,72,19
SAN,32.73355611,-117.1896567,TUL,36.19837222,-95.88824167,228,1230,42,18
SAN,32.73355611,-117.1896567,TUS,32.11608333,-110.9410278,1413,7666,238,16
SAT,29.53369444,-98.46977778,ABQ,35.04022222,-106.6091944,426,-69,52,12
SAT,29.53369444,-98.46977778,ATL,33.64044444,-84.42694444,3241,33976,695,21
SAT,29.53369444,-98.46977778,BNA,36.12447667,-86.67818222,676,1332,112,16
SAT,29.53369444,-98.46977778,BWI,39.17540167,-76.66819833,730,-2499,59,8
SAT,29.53369444,-98.46977778,CLE,41.41089417,-81.84939667,233,-33,16,6
SAT,29.53369444,-98.46977778,CLT,35.21401111,-80.94312583,658,2562,95,14
SAT,29.53369444,-98.46977778,CVG,39.04614278,-84.6621725,882,9361,224,25
SAT,29.53369444,-98.46977778,DAL,32.84711389,-96.85177222,4999,30120,743,14
SAT,29.53369444,-98.46977778,DEN,39.85840806,-104.6670019,2510,13077,424,16
SAT,29.53369444,-98.46977778,DFW,32.89595056,-97.0372,5413,49022,999,18
SAT,29.53369444,-98.46977778,DTW,42.21205889,-83.34883583,642,3780,135,21
SAT,29.53369444,-98.46977778,ELP,31.80666667,-106.3778056,1332,10550,244,18
SAT,29.53369444,-98.46977778,EWR,40.69249722,-74.16866056,954,16284,291,30
SAT,29.53369444,-98.46977778,HOU,29.64541861,-95.27888889,2582,15814,445,17
SAT,29.53369444,-98.46977778,HRL,26.22850611,-97.65439389,656,6329,119,18
SAT,29.53369444,-98.46977778,IAD,38.94453194,-77.45580972,149,3206,55,36
SAT,29.53369444,-98.46977778,IAH,29.98047222,-95.33972222,3755,29534,589,15
SAT,29.53369444,-98.46977778,IND,39.71732917,-86.29438417,236,-423,27,11
SAT,29.53369444,-98.46977778,LAS,36.08036111,-115.1523333,1575,2771,235,14
SAT,29.53369444,-98.46977778,LAX,33.94253611,-118.4080744,1783,8628,326,18
SAT,29.53369444,-98.46977778,MCI,39.29760528,-94.71390556,578,2862,88,15
SAT,29.53369444,-98.46977778,MCO,28.42888889,-81.31602778,744,-4414,53,7
SAT,29.53369444,-98.46977778,MDW,41.7859825,-87.75242444,710,1208,93,13
SAT,29.53369444,-98.46977778,MEM,35.04241667,-89.97666667,788,3558,106,13
SAT,29.53369444,-98.46977778,MSP,44.88054694,-93.2169225,191,420,30,15
SAT,29.53369444,-98.46977778,MSY,29.99338889,-90.25802778,430,2726,48,11
SAT,29.53369444,-98.46977778,OKC,35.39308833,-97.60073389,87,478,13,14
SAT,29.53369444,-98.46977778,ONT,34.056,-117.6011944,441,2881,74,16
SAT,29.53369444,-98.46977778,ORD,41.979595,-87.90446417,1815,32448,516,28
SAT,29.53369444,-98.46977778,PHL,39.87195278,-75.24114083,290,773,44,15
SAT,29.53369444,-98.46977778,PHX,33.43416667,-112.0080556,2767,5035,309,11
SAT,29.53369444,-98.46977778,RDU,35.87763889,-78.78747222,228,725,47,20
SAT,29.53369444,-98.46977778,SAN,32.73355611,-117.1896567,646,921,86,13
SAT,29.53369444,-98.46977778,SFO,37.61900194,-122.3748433,366,681,54,14
SAT,29.53369444,-98.46977778,SLC,40.78838778,-111.9777731,587,2956,96,16
SAT,29.53369444,-98.46977778,SMF,38.69542167,-121.5907669,226,3008,72,31
SAT,29.53369444,-98.46977778,STL,38.74768694,-90.35998972,246,476,28,11
SAT,29.53369444,-98.46977778,TPA,27.97547222,-82.53325,365,-2007,34,9
SAT,29.53369444,-98.46977778,TUL,36.19837222,-95.88824167,89,517,20,22
